"""phen_pois"" ""cofactor"" ""phylo"""
"0 1.97686463128775 ""sp_184"""
"10 17.5922470120713 ""sp_185"""
"0 9.26145700272173 ""sp_186"""
"0 3.91044855583459 ""sp_187"""
"1 3.96443310659379 ""sp_188"""
"0 3.09829299338162 ""sp_189"""
"15 15.8499716455117 ""sp_190"""
"0 7.85038299392909 ""sp_191"""
"1 7.23074001260102 ""sp_192"""
"14 17.0680257910863 ""sp_193"""
"0 3.22424327488989 ""sp_194"""
"0 4.63598306756467 ""sp_195"""
"7 16.1111897788942 ""sp_196"""
"0 6.62250647321343 ""sp_197"""
"0 0.0374164013192058 ""sp_198"""
"0 0.883930446580052 ""sp_199"""
"10 17.6410192204639 ""sp_200"""
