"phen" "cofactor" "phylo"
63.3790895363267 7.08709722135968 "sp_71"
79.9265504281541 11.4708965024439 "sp_72"
25.0746532799208 3.06008830282044 "sp_73"
65.4591089833916 11.2962209487063 "sp_74"
33.6981569630839 5.06433165172781 "sp_75"
39.4817128741867 7.2118451776229 "sp_76"
29.580632111707 3.64953755272501 "sp_77"
113.768173508493 17.357919980072 "sp_78"
106.547399570507 10.7978223275823 "sp_79"
39.6271727860968 2.52325740952192 "sp_80"
92.0830796112069 14.3507716782286 "sp_81"
84.1959446015685 11.0461308490327 "sp_82"
99.02573453708 13.3024607959144 "sp_83"
92.2262066495751 15.3354031839967 "sp_84"
49.0440553379041 6.00292466832569 "sp_85"
70.460711172212 6.70554847490308 "sp_86"
84.9527127923797 9.39209358753046 "sp_87"
34.9948561870967 1.81724928930143 "sp_88"
91.4423556591282 14.7006629040725 "sp_89"
82.9994534098742 6.23305511729084 "sp_90"
118.630140546355 17.6689812760767 "sp_91"
40.004394290844 0.259351038985017 "sp_92"
81.6077052857588 12.2711589345376 "sp_93"
93.2241522562235 14.0475293929226 "sp_94"
42.4956115946506 2.67116263840707 "sp_95"
87.646954358112 13.0806793056514 "sp_96"
106.716168191826 11.6200395973922 "sp_97"
140.752049269988 19.6554779738592 "sp_98"
60.8191181027673 3.87264014919576 "sp_99"
112.119846869217 15.0756918341446 "sp_100"
118.578136054776 14.1743599858641 "sp_101"
69.1611833601283 4.63150025183309 "sp_102"
93.3162857070619 5.99636799832156 "sp_103"
119.445889216039 12.4049731891727 "sp_104"
108.615752727436 12.8131184147284 "sp_105"
110.591074122177 13.9500840794219 "sp_106"
85.5698322127483 9.531556936256 "sp_107"
76.2260354160592 6.91170905866239 "sp_108"
14.5692511274585 -0.346420567739692 "sp_109"
56.0604223298309 4.48306529613227 "sp_110"
98.4326912937355 12.8109025091513 "sp_111"
63.4971828696777 3.67391443597485 "sp_112"
92.5200207046046 6.30857818569584 "sp_113"
47.6963999988528 2.30144022176796 "sp_114"
47.571505188519 0.441780982730945 "sp_115"
105.583913559287 11.1085345479332 "sp_116"
78.2155970889728 6.82310163901161 "sp_117"
101.978359219279 10.2850821436078 "sp_118"
67.6872839970923 2.15797373241361 "sp_119"
141.008593853073 19.4294545297403 "sp_120"
108.565197599832 11.6734056712941 "sp_121"
91.1036982517156 9.09566520727031 "sp_122"
84.5629579856435 8.43472831150206 "sp_123"
130.40232156776 15.2779150689111 "sp_124"
125.111529188922 14.3227010413753 "sp_125"
43.7874797769841 1.31168038339296 "sp_126"
160.033204139936 17.8691387035904 "sp_127"
117.196364595768 13.3740968157724 "sp_128"
66.4740984193059 2.1934848240927 "sp_129"
119.330138755466 11.447790060012 "sp_130"
150.388828626527 19.4496812942449 "sp_131"
146.877976616656 18.9406312608484 "sp_132"
83.8135612373354 5.27387482575189 "sp_133"
142.342345770993 17.2666598638481 "sp_134"
72.0793172247056 5.04951033159289 "sp_135"
66.2380736629591 3.61341491963648 "sp_136"
123.527302432736 14.3053767076429 "sp_137"
156.356824954196 19.3293523204829 "sp_138"
109.435857004022 9.63277321410578 "sp_139"
121.702051338363 12.6777824034603 "sp_140"
63.5814620631398 9.68834206916077 "sp_141"
39.9179070444274 2.74623839518651 "sp_142"
35.421725268167 4.83713641043983 "sp_143"
110.597420497916 16.51427430934 "sp_144"
87.3403024847479 10.2177950130806 "sp_145"
105.099682264079 12.6204235590321 "sp_146"
65.3212530506684 5.10914440319722 "sp_147"
101.459675838053 15.1535383367715 "sp_148"
136.245961389358 16.6140884095718 "sp_149"
70.8468611534087 3.76497567647184 "sp_150"
64.5866498810594 3.90060741900707 "sp_151"
143.700119276121 16.5282080854489 "sp_152"
96.077146486436 8.785195153163 "sp_153"
141.836601108658 14.5239896683031 "sp_154"
81.2143300661815 9.08772319553642 "sp_155"
120.752228732288 17.7879340119636 "sp_156"
132.56205609465 16.7516408878303 "sp_157"
128.465043408266 18.6999020331244 "sp_158"
50.9156395774726 0.0917199023180981 "sp_159"
123.222851641938 17.7928408680979 "sp_160"
50.3087115091475 1.44798763043998 "sp_161"
100.767356633414 14.268089002215 "sp_162"
77.9737893734441 6.31265556926468 "sp_163"
128.545531708559 16.953243025421 "sp_164"
78.3501939973012 11.8064513474619 "sp_165"
33.7484356647946 -0.78244303887783 "sp_166"
81.090199371019 10.1676512580787 "sp_167"
56.8690411442758 3.26066972456191 "sp_168"
42.8471483405665 3.59996169701659 "sp_169"
23.5809570262722 0.92305873226431 "sp_170"
124.972514387138 19.5762167103279 "sp_171"
81.4643998088309 9.84975731688365 "sp_172"
81.006353845396 8.69057392019992 "sp_173"
120.011601457556 14.0605168292519 "sp_174"
79.1346638012541 7.57445044546592 "sp_175"
77.4138914482777 7.92263243715097 "sp_176"
74.2072396814252 4.58331160412952 "sp_177"
51.3889235756072 3.93168836982543 "sp_178"
66.1013411691431 7.44264980821504 "sp_179"
82.4013052044272 7.06197579012243 "sp_180"
74.6980973623027 8.45748939760847 "sp_181"
114.637512097137 13.4953206278179 "sp_182"
46.7310642904018 0.833620829768907 "sp_183"
78.2954366281884 7.18172657124033 "sp_184"
50.9441018515119 0.778041281422092 "sp_185"
131.171660141998 17.5958057171952 "sp_186"
136.327569422193 17.4264694874746 "sp_187"
127.439861226859 15.7033368560839 "sp_188"
80.2631185532046 3.74561184844698 "sp_189"
55.3748736678477 3.10751153232487 "sp_190"
125.918779772804 14.8700584991067 "sp_191"
75.0021121532671 5.43357321754519 "sp_192"
99.2708698058805 13.2686799889909 "sp_193"
109.965035081492 16.367556175617 "sp_194"
56.1510604621673 5.60311721354789 "sp_195"
89.2068523659712 9.11657288486194 "sp_196"
90.1415579923051 7.80421054933821 "sp_197"
122.600904441827 19.0218541893625 "sp_198"
97.2422267987224 10.7547459412072 "sp_199"
89.7546758764122 9.96882725545358 "sp_200"
